,Accepted_binomial,Family,Genus,Species,Clade,Lifeform,Pollination,Fruit_type,Seed_mass,Dormancy,Ecological_breadth,Conservation,Restoration,Reported_uses,AnimalFood,EnvironmentalUses,Fuels,GeneSources,HumanFood,InvertebrateFood,Materials,Medicines,Poisons,SocialUses,GermData_availability,NTestTemp,a,b,c,Topt,Logit.Max,Model.Max,Topt.upp,Topt.low,Tmax,Tmin,Tbreadth,Toptbreadth,SEmax,SEmin,SEopt.upp,SEopt.low,SEopt,SEbreadth,SEoptbreadth,Tmean_count,Model_concavity,Tail_drop,GermData_quality
749,Juncus alpinoarticulatus,Juncaceae,Juncus,alpinoarticulatus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.021466667,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,Juncus articulatus,Juncaceae,Juncus,articulatus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.019785714,PD,3,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.068540824,-2.873858756,29.82310306,20.96457704,-0.301513597,0.425187514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0
751,Juncus bufonius,Juncaceae,Juncus,bufonius,Commelinid-monocots,annual,Abiotic,dry_dehiscent,0.022453636,PD,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,-0.06903215,2.009667699,-12.2516225,14.55602724,2.374766383,0.914882764,17.19678387,11.91527061,23.33406977,5.777984717,17.55608505,5.281513265,0.682441047,1.886582957,1.623280906,1.982329942,0.824558917,2.308733949,3.226415374,5,1,1,1
752,Juncus effusus,Juncaceae,Juncus,effusus,Commelinid-monocots,perennial,Biotic,dry_dehiscent,0.020573333,PD,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,Juncus filiformis,Juncaceae,Juncus,filiformis,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.024308333,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,Juncus inflexus,Juncaceae,Juncus,inflexus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.030769524,PD,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.037630462,1.602490457,-16.38267612,21.29246349,0.677808654,0.663249436,23.25691614,19.32801084,31.1035995,11.48132748,19.62227201,3.928905303,NA,NA,NA,NA,NA,NA,NA,9,1,1,1
755,Juncus littoralis,Juncaceae,Juncus,littoralis,Commelinid-monocots,perennial,Biotic,dry_dehiscent,0.0732,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
756,Juncus maritimus,Juncaceae,Juncus,maritimus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.030425455,PD,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0.019419345,-0.551392717,8.486749299,14.19699564,4.5726893,0.989775479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0
757,Juncus squarrosus,Juncaceae,Juncus,squarrosus,Commelinid-monocots,perennial,Abiotic,dry_dehiscent,0.07843125,PD,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,Juncus thomasii,Juncaceae,Juncus,thomasii,Commelinid-monocots,perennial,Biotic,dry_dehiscent,0.039879127,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,Jurinea humilis,Asteraceae,Jurinea,humilis,Campanulids,perennial,Biotic,dry_indehiscent,5.5759,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.019137719,0.56782128,-3.446276493,14.8351351,0.765576208,0.682563163,17.66639925,12.00387096,28.75845375,0.911816462,27.84663728,5.662528297,NA,NA,NA,NA,NA,NA,NA,7,1,1,1
760,Kickxia aegyptiaca,Plantaginaceae,Kickxia,aegyptiaca,Lamiids,perennial,Biotic,fleshy,3.284,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,Klasea nudicaulis,Asteraceae,Klasea,nudicaulis,Campanulids,perennial,Biotic,dry_indehiscent,2254.36836,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,Kleinia anteuphorbium,Asteraceae,Kleinia,anteuphorbium,Campanulids,perennial,Biotic,dry_indehiscent,2.67681,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,Koeleria brevis,Poaceae,Koeleria,brevis,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.7348,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,Koeleria crassipes,Poaceae,Koeleria,crassipes,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.370854412,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,Koeleria splendens,Poaceae,Koeleria,splendens,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.23,NoInfo,2,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,0.045077861,-1.690029178,16.70605069,18.74566743,0.865688225,0.703847716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0
766,Koeleria vallesiana,Poaceae,Koeleria,vallesiana,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,0.4944,NoInfo,8,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.025196129,0.799443798,-5.013661463,15.86441684,1.327693359,0.790458833,18.84662483,12.88220885,28.8857495,2.84308418,26.04266532,5.964415977,2.467122982,7.171994933,2.68923336,3.570982306,2.619043732,9.360066985,3.539805237,5,1,1,1
767,Lactuca hispida,Asteraceae,Lactuca,hispida,Campanulids,perennial,Biotic,dry_indehiscent,1.3116,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,Lactuca muralis,Asteraceae,Lactuca,muralis,Campanulids,perennial,Biotic,dry_indehiscent,0.31995,PD,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,Lactuca tatarica,Asteraceae,Lactuca,tatarica,Campanulids,perennial,Biotic,dry_indehiscent,0.6071,PD,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,Lagoecia cuminoides,Apiaceae,Lagoecia,cuminoides,Campanulids,annual,Biotic,dry_indehiscent,0.5304,NoInfo,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
771,Lagurus ovatus,Poaceae,Lagurus,ovatus,Commelinid-monocots,annual,Abiotic,dry_indehiscent,2.496725236,NoInfo,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-0.024440512,0.734800968,-2.503684994,15.03243787,3.019239959,0.953435794,20.5950834,9.469792347,30.65319119,-0.588315441,31.24150663,11.12529106,13.88511994,21.58142077,1.380267431,8.862687155,4.472894197,35.17216835,8.993197072,6,1,0,0
772,Lamium garganicum,Lamiaceae,Lamium,garganicum,Lamiids,perennial,Biotic,dry_dehiscent,2.532,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,Lamium macrodon,Lamiaceae,Lamium,macrodon,Lamiids,annual,Biotic,dry_dehiscent,1.989151408,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Lapsana communis,Asteraceae,Lapsana,communis,Campanulids,annual,Biotic,dry_indehiscent,0.948444444,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.062923239,1.975556698,-14.45307486,15.69814854,1.053216385,0.741392055,17.41397399,13.98232309,23.66886098,7.7274361,15.94142488,3.431650902,1.672212391,1.948775499,2.540180544,2.208671566,1.005775203,3.02352533,4.314528888,5,1,1,1
775,Lathyrus cilicicus,Fabaceae,Lathyrus,cilicicus,Fabids,perennial,Biotic,dry_dehiscent,41.74074766,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,Lathyrus laxiflorus,Fabaceae,Lathyrus,laxiflorus,Fabids,perennial,Biotic,dry_dehiscent,41.74074766,PY(PD),2,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,Lathyrus niger,Fabaceae,Lathyrus,niger,Fabids,perennial,Biotic,dry_dehiscent,18.786,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,Lathyrus pratensis,Fabaceae,Lathyrus,pratensis,Fabids,perennial,Biotic,dry_dehiscent,18.70384198,PY(PD),1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.030544892,0.904140585,-3.306609764,14.80019276,3.384117707,0.96720447,20.39868263,9.201702901,29.19424382,0.406141704,28.78810212,11.19697972,NA,NA,NA,NA,NA,NA,NA,9,1,1,1
779,Lathyrus variabilis,Fabaceae,Lathyrus,variabilis,Fabids,perennial,Biotic,dry_dehiscent,41.74074766,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,Lathyrus venetus,Fabaceae,Lathyrus,venetus,Fabids,perennial,Biotic,dry_dehiscent,16.2876,PY(PD),1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Launaea arborescens,Asteraceae,Launaea,arborescens,Campanulids,perennial,Biotic,dry_indehiscent,0.864333333,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,Launaea fragilis,Asteraceae,Launaea,fragilis,Campanulids,perennial,Biotic,dry_indehiscent,1.143066404,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.016822397,0.752793882,-4.932166898,22.37475023,3.489620642,0.970390998,30.16749067,14.58200978,41.93158631,2.817914137,39.11367218,15.5854809,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
783,Launaea pumila,Asteraceae,Launaea,pumila,Campanulids,perennial,Biotic,dry_indehiscent,1.761426471,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,Lavandula angustifolia,Lamiaceae,Lavandula,angustifolia,Lamiids,perennial,Biotic,dry_dehiscent,0.987088889,PD,5,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0.259052242,-10.14816577,91.91578074,19.58710279,-7.470802325,0.000569147,NA,NA,15.4070571,23.76714848,-8.360091386,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0
785,Lavandula latifolia,Lamiaceae,Lavandula,latifolia,Lamiids,perennial,Biotic,dry_dehiscent,0.90632985,PD,4,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
786,Lavandula pedunculata,Lamiaceae,Lavandula,pedunculata,Lamiids,perennial,Biotic,dry_dehiscent,0.5012,PD,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-0.053856247,1.749998299,-9.554942941,16.2469387,4.661114602,0.99063266,22.1707329,10.3231445,28.13052079,4.363356608,23.76716419,11.8475884,NA,NA,NA,NA,NA,NA,NA,5,1,0,0
787,Lavandula stoechas,Lamiaceae,Lavandula,stoechas,Lamiids,perennial,Biotic,dry_dehiscent,0.836911111,PD,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,-0.01256133,0.370367725,-2.498866806,14.74237753,0.231183608,0.557539858,17.73361684,11.75113823,30.64235967,-1.157604605,31.79996428,5.982478617,2.346545056,3.293394906,6.265299425,6.612787073,1.155244714,5.23135604,12.67389041,7,1,1,1
788,Lecokia cretica,Apiaceae,Lecokia,cretica,Campanulids,perennial,Biotic,dry_indehiscent,58.13,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,Leontodon apulus,Asteraceae,Leontodon,apulus,Campanulids,perennial,Biotic,dry_indehiscent,1.172829983,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,Leontodon boryi,Asteraceae,Leontodon,boryi,Campanulids,perennial,Biotic,dry_indehiscent,1.172829983,ND,1,1,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,Leontodon crispus,Asteraceae,Leontodon,crispus,Campanulids,perennial,Biotic,dry_indehiscent,0.9282,ND,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,Leontodon hirtus,Asteraceae,Leontodon,hirtus,Campanulids,perennial,Biotic,dry_indehiscent,1.172829983,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,Leontodon hispidus,Asteraceae,Leontodon,hispidus,Campanulids,perennial,Biotic,dry_indehiscent,1.149394203,ND,1,0,1,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.014994391,0.686181429,-5.788469905,22.88126968,2.061881258,0.88714266,27.93381274,17.82872663,41.15364012,4.608899251,36.54474086,10.10508611,5.840321133,1.788331398,6.793883725,5.790980052,2.756176538,6.650482975,11.35775399,9,1,0,0
794,Leontodon incanus,Asteraceae,Leontodon,incanus,Campanulids,perennial,Biotic,dry_indehiscent,1.27895,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,Leontodon oxylepis,Asteraceae,Leontodon,oxylepis,Campanulids,perennial,Biotic,dry_indehiscent,1.172829983,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,Leontodon saxatilis,Asteraceae,Leontodon,saxatilis,Campanulids,perennial,Biotic,dry_indehiscent,0.415837597,ND,4,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,1,1,-0.00488363,0.261451756,0.342680256,26.76817943,3.841974009,0.978999276,42.79578433,10.74057453,64.0458509,-10.50949204,74.55534295,32.05520979,56.82899594,17.78777077,39.21841441,2.019544157,20.04281383,74.06093162,38.43784112,4,1,0,0
797,Leontodon tuberosus,Asteraceae,Leontodon,tuberosus,Campanulids,perennial,Biotic,dry_indehiscent,0.531978,ND,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0
798,Lepidium cardamine,Brassicaceae,Lepidium,cardamine,Malvids,perennial,Biotic,dry_dehiscent,1.027843481,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,Lepidium chalepense,Brassicaceae,Lepidium,chalepense,Malvids,perennial,Biotic,dry_dehiscent,1.44,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,Lepidium hirtum,Brassicaceae,Lepidium,hirtum,Malvids,perennial,Biotic,dry_dehiscent,2.5388,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,Lepidium subulatum,Brassicaceae,Lepidium,subulatum,Malvids,perennial,Biotic,dry_dehiscent,1.027843481,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Leucanthemopsis pallida,Asteraceae,Leucanthemopsis,pallida,Campanulids,perennial,Biotic,dry_indehiscent,0.16,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,Leucanthemopsis pulverulenta,Asteraceae,Leucanthemopsis,pulverulenta,Campanulids,perennial,Biotic,dry_indehiscent,0.267525,NoInfo,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,Leucanthemum chloroticum,Asteraceae,Leucanthemum,chloroticum,Campanulids,perennial,Biotic,dry_indehiscent,0.674418687,ND,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,Leucanthemum vulgare,Asteraceae,Leucanthemum,vulgare,Campanulids,perennial,Biotic,dry_indehiscent,0.438112121,ND,2,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0.052923315,-2.299594037,25.73019363,21.72571805,0.750027792,0.679184755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.374136572,NA,NA,7,0,0,0
806,Leucojum aestivum,Amaryllidaceae,Leucojum,aestivum,Monocots,perennial,Biotic,dry_dehiscent,43.29314286,NoInfo,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0.017776403,-0.830233516,8.466360449,23.35212287,-1.22749709,0.226619794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.86783128,NA,NA,3,0,1,0
807,Leymus divaricatus,Poaceae,Leymus,divaricatus,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,4.933887545,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,Leymus racemosus,Poaceae,Leymus,racemosus,Commelinid-monocots,perennial,Abiotic,dry_indehiscent,6.766666667,PD,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,Ligustrum vulgare,Oleaceae,Ligustrum,vulgare,Lamiids,perennial,Biotic,fleshy,19.10950355,PD,4,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,Lilium martagon,Liliaceae,Lilium,martagon,Monocots,perennial,Biotic,dry_dehiscent,6.5425,M(P)D,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,-0.046078128,1.366582654,-8.558134383,14.82897323,1.574374412,0.828406321,17.23850238,12.41944407,24.73192787,4.926018583,19.80590928,4.819058306,NA,NA,NA,NA,NA,NA,NA,4,1,0,0
811,Limbarda crithmoides,Asteraceae,Limbarda,crithmoides,Campanulids,perennial,Biotic,dry_indehiscent,0.334545455,PD,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,-3.18E-05,-0.068040754,1.553169395,-1069.954256,37.95341678,1,-20.64680162,-2119.26171,64.1769815,-2204.085493,2268.262474,2098.614908,191.3540521,416540.474,127.085405,416474.7519,208176.0908,416728.7692,416597.325,6,1,0,0
812,Limonium acutifolium,Plumbaginaceae,Limonium,acutifolium,Caryophyllales,perennial,Biotic,dry_dehiscent,3.533451325,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,Limonium angustebracteatum,Plumbaginaceae,Limonium,angustebracteatum,Caryophyllales,perennial,Biotic,dry_dehiscent,3.533451325,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,Limonium caesium,Plumbaginaceae,Limonium,caesium,Caryophyllales,perennial,Biotic,dry_dehiscent,3.533451325,PD,1,0,0,0,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,NoInfo,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
